GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,OPTAX.id,OPTAX.display-label,YEAR.id,ESTAB,RCPTOT,OPEX,PAYANN,PAYQTR1,EMP,ADMIN_PCT,IMPUT_PCT
Geographic identifier code,Id2,Geographic area name,Id,2012 NAICS code,Meaning of 2012 NAICS code,Id,Type of operation or tax status code,Meaning of Type of operation or tax status code,Year,Number of establishments,"Receipts/Revenue ($1,000)","Operating expenses ($1,000)","Annual payroll ($1,000)","First-quarter payroll ($1,000)",Number of paid employees for pay period including March 12,Percent of receipts/revenue from administrative records (%),Percent of receipts/revenue estimated (%)
0400000US02,02,Alaska,,6116102,"Art, drama, and music schools",,T,Establishments subject to federal income tax,2012,6,1053,,496,132,33,0.0,8.4
0400000US02,02,Alaska,,6116102,"Art, drama, and music schools",,Y,Establishments exempt from federal income tax,2012,6,755,765,228,56,18,26.2,0.0
0400000US02,02,Alaska,,61162,Sports and recreation instruction,,A,All establishments,2012,50,15120,,4725,991,324,50.2,9.1
0400000US02,02,Alaska,,61162,Sports and recreation instruction,,T,Establishments subject to federal income tax,2012,27,9738,,3322,683,226,57.1,13.4
0400000US02,02,Alaska,,61162,Sports and recreation instruction,,Y,Establishments exempt from federal income tax,2012,23,5382,4114,1403,308,98,37.8,1.3
0400000US02,02,Alaska,,611620,Sports and recreation instruction,,A,All establishments,2012,50,15120,,4725,991,324,50.2,9.1
0400000US02,02,Alaska,,611620,Sports and recreation instruction,,T,Establishments subject to federal income tax,2012,27,9738,,3322,683,226,57.1,13.4
0400000US02,02,Alaska,,611620,Sports and recreation instruction,,Y,Establishments exempt from federal income tax,2012,23,5382,4114,1403,308,98,37.8,1.3
0400000US02,02,Alaska,,61163,Language schools,,A,All establishments,2012,1,,,,,,,
0400000US02,02,Alaska,,61163,Language schools,,Y,Establishments exempt from federal income tax,2012,1,,,,,,,
0400000US02,02,Alaska,,611630,Language schools,,A,All establishments,2012,1,,,,,,,
0400000US02,02,Alaska,,611630,Language schools,,Y,Establishments exempt from federal income tax,2012,1,,,,,,,
0400000US02,02,Alaska,,61169,All other schools and instruction,,A,All establishments,2012,39,,,,,,,
0400000US02,02,Alaska,,61169,All other schools and instruction,,T,Establishments subject to federal income tax,2012,28,8206,,3330,739,156,28.7,7.3
0400000US02,02,Alaska,,61169,All other schools and instruction,,Y,Establishments exempt from federal income tax,2012,11,,,,,,,
0400000US02,02,Alaska,,611691,Exam preparation and tutoring,,A,All establishments,2012,16,7985,,3985,913,190,12.1,4.0
0400000US02,02,Alaska,,611691,Exam preparation and tutoring,,T,Establishments subject to federal income tax,2012,11,2940,,1108,254,67,18.5,10.8
0400000US02,02,Alaska,,611691,Exam preparation and tutoring,,Y,Establishments exempt from federal income tax,2012,5,5045,4668,2877,659,123,8.4,0.0
0400000US02,02,Alaska,,611692,Automobile driving schools,,A,All establishments,2012,3,960,,533,78,14,57.2,0.0
